TopSpeed_KmH,Range_Km,Efficiency_WhKm,FastCharge_KmH,RapidCharge,PowerTrain,PlugType,Formation_Energy,Above_Hull,Band_Gap,Temp,Density,Volume,HasBandstructure,Crystal_System,Discharge_Time,Decrement,Max_Voltage_Discharging,Min_Voltage_Charging,Time_constant_current,Charging_time,RUL
261,435,167,910,1,1,1,-2.862,0.07,3.06,34,2.74,418.368,1,3,1171.47,314.2285714,3.82,3.662,2528.34,7818.97,168
160,420,183,560,1,2,1,-2.545,0.071,2.685,17,2.753,171.772,1,3,1166.41,313.7142857,3.82,3.661,2528.5,7896,167
160,350,166,490,1,2,1,-2.25,0.076,0.005,42,3.318,552.402,1,3,1166,313.7142857,3.82,3.662,2492.38,7837.25,166
180,375,200,470,1,1,1,-2.529,0.082,0.176,35,2.94,428.648,1,3,1162.34,311.2,3.819,3.662,2492.34,7843.81,165
150,235,161,270,1,2,1,-2.348,0.087,1.333,14,2.451,214.044,1,3,1162.59,311.3766234,3.82,3.663,2492.38,7846.53,164
150,250,180,380,1,3,1,-2.406,0.09,0.323,15,3.043,176.207,0,3,1160.34,311.2,3.819,3.663,2492.34,7790.44,163
190,280,231,450,1,1,1,-2.351,0.084,0.871,14,3.762,139.432,1,2,1160.06,310.7532468,3.818,3.663,2492.44,7819.44,162
167,370,173,350,1,3,1,-2.351,0.084,1.323,28,3,349.762,1,2,1162,311.0909091,3.819,3.663,2492.34,7872,161
135,315,165,230,1,3,1,-2.574,0.094,2.842,64,3.249,735.894,1,2,1164.38,312,3.82,3.662,2492.38,7854.97,160
210,750,267,710,1,1,1,-2.339,0.097,0.736,28,3.605,291.06,1,2,1158.12,310.1298701,3.818,3.662,2492.31,7819.03,159
150,180,178,240,1,3,1,-2.327,0.109,0.702,28,3.203,327.583,1,2,1157.62,309.6,3.818,3.663,2492.22,7793.34,158
157,325,172,390,1,3,2,-2.291,0.144,0.511,14,4.15,126.395,1,2,1158.25,309.2727273,3.818,3.664,2492.34,7786.66,157
160,270,193,190,1,3,2,-2.012,0.19,0.717,22,3.927,216.338,1,2,1156.5,309.5064935,3.817,3.662,2492.34,7787.81,156
160,425,181,570,1,2,1,-2.904,0.012,0.904,38,3.098,441.742,1,3,1153.53,308.2285714,3.817,3.663,2492.28,7750.44,155
140,310,168,230,1,3,1,-2.755,0.019,2.346,46,3.481,528.536,1,3,1153.91,308.8831169,3.816,3.664,2456.34,7774.88,154
200,350,171,440,1,1,1,-2.946,0.02,3.286,44,3.009,521.131,1,3,1153.41,308.3636364,3.816,3.664,2456.28,7775.06,153
250,515,184,560,1,1,0,-2.194,0.028,0.311,63,4.093,595.723,0,3,1152.06,307.2727273,3.818,3.665,2456.34,7841.69,152
155,255,154,210,1,3,1,-2.69,0.031,0,25,3.434,302.156,1,3,1146.44,306.5454545,3.816,3.664,2456.38,7809.97,151
200,380,228,610,1,1,1,-2.894,0.043,2.865,54,3.012,665.118,1,3,1158.41,315.6245,3.815,3.939,2289,8443.94,150
130,195,166,170,1,3,1,-2.736,0.045,2.164,28,2.985,381.117,1,3,1155.69,310.3636364,3.815,3.932,2348.38,8305.31,149
130,195,166,170,1,3,1,-2.61,0.05,2.045,45,3.062,590.331,1,3,1150.56,307.4545455,3.816,3.665,2492.31,7923.31,148
167,365,175,340,1,3,1,-2.958,0.054,3.036,34,2.633,430.361,1,3,1147.94,307.4545455,3.816,3.666,2456.44,7828.12,147
150,335,173,210,1,3,1,-2.801,0.059,0.714,80,3.314,858.022,1,3,1146.94,305.4545455,3.816,3.666,2456.38,7849.94,146
250,365,195,730,1,1,1,-2.172,0.059,0.348,56,4.201,607.507,1,3,1144.75,306.4,3.815,3.666,2456.31,7870.69,145
150,575,104,540,1,1,1,-2.847,0.069,0,38,2.897,472.42,1,3,1143.75,306.7272727,3.814,3.666,2456.31,7825.44,144
150,335,188,350,1,3,1,-2.372,0.07,1.154,32,3.706,290.951,1,3,1142.12,304.7272727,3.814,3.666,2456.25,7825,143
200,365,237,590,1,1,1,-2.872,0.082,2.655,14,2.497,186.943,1,3,1144.94,306.5454545,3.816,3.686,2420.31,7829.88,142
410,970,206,920,1,1,1,-2.868,0.09,1.055,26,2.963,307.264,0,3,1138.06,304.6753247,3.814,3.665,2456.31,7813.38,141
150,255,176,390,1,3,1,-2.605,0.09,0,15,2.938,177.985,1,3,1135.06,302.961039,3.814,3.667,2420.31,7820.25,140
160,420,183,560,1,2,1,-2.439,0.092,0.361,56,3.909,566.407,0,3,1136.56,302.7272727,3.815,3.667,2420.31,7793.38,139
250,450,211,490,1,1,0,-2.58,0.098,0.995,28,3.294,310.44,1,3,1134.12,302.961039,3.814,3.666,2420.44,7792.12,138
145,170,168,190,1,2,1,-2.68,0.099,1.161,13,2.709,149.499,1,3,1133.25,302.961039,3.814,3.667,2420.31,7775.31,137
150,250,180,380,1,3,1,-2.577,0.1,0.409,28,2.984,342.663,1,3,1135.12,302.7272727,3.815,3.668,2420.38,7752.75,136
135,130,164,560,0,2,0,-2.837,0.013,1.892,38,3.189,431.059,1,3,1135.06,302.961039,3.815,3.667,2420.38,7770.44,135
150,250,180,380,1,3,1,-2.791,0.03,3.056,20,2.2,324.509,1,3,1135,302.7272727,3.815,3.667,2420.31,7797.31,134
261,505,188,550,1,1,0,-2.79,0.031,2.427,30,3.193,335.392,1,3,1134.81,302.4,3.816,3.668,2420.31,7789.44,133
135,255,161,230,1,3,1,-2.563,0.031,0,25,3.492,299.319,1,3,1133.81,300.7272727,3.814,3.666,2420.38,7847.25,132
241,410,177,900,1,1,1,-2.896,0.032,3.342,26,2.76,330.953,0,3,1132,301.2467532,3.814,3.667,2420.38,7804.94,131
160,440,198,520,1,3,1,-2.632,0.032,3.118,46,3.599,514.551,0,3,1128.81,300.7142857,3.813,3.667,2384.38,7767.38,130
200,365,232,340,1,1,1,-2.875,0.034,3.394,44,3.086,510.174,1,3,1125.62,299.2857143,3.812,3.669,2384.31,7743.81,129
180,450,200,430,1,2,1,-2.785,0.036,2.596,80,3.251,878.288,0,3,1123.44,299.5714286,3.811,3.668,2384.38,7758.31,128
250,425,197,890,1,1,1,-2.585,0.039,1.626,15,2.951,178.21,1,3,1124.94,299.5714286,3.811,3.668,2384.38,7810.12,127
123,190,200,190,1,3,1,-2.886,0.041,3.16,26,2.703,337.873,1,3,1123.5,302.375,3.809,3.942,2219,8383.25,126
190,460,261,710,1,1,1,-2.694,0.044,2.325,34,2.821,435.364,1,3,1131.62,303.4285714,3.811,3.934,2240.31,8271.5,125
130,160,194,710,0,3,0,-2.691,0.046,0,77,2.868,846.546,0,3,1126.62,301.0909091,3.811,3.669,2420.38,7882.56,124
180,430,209,410,1,1,1,-2.62,0.049,2.117,28,3.101,369.232,1,3,1125.38,300,3.811,3.67,2384.38,7867.75,123
160,230,165,260,1,2,1,-2.817,0.05,2.826,54,3.088,651.656,1,3,1123.56,299.5714286,3.811,3.669,2384.38,7805.56,122
160,400,193,540,1,1,1,-2.482,0.051,2.23,45,3.204,568.378,1,3,1119.69,298.3636364,3.81,3.669,2384.38,7830.94,121
250,385,217,770,1,1,1,-2.468,0.058,0.631,42,3.133,570.329,1,3,1117.5,298.1428571,3.81,3.67,2348.31,7716.12,120
190,390,244,460,1,1,1,-2.565,0.059,1.14,15,3.034,173.298,1,3,1117.56,298.1428571,3.809,3.671,2348.38,7785.19,119
140,225,156,270,1,3,1,-2.144,0.06,1.955,31,3.232,371.739,1,3,1118,297.1428571,3.809,3.671,2348.31,7787.81,118
155,235,167,230,1,3,1,-2.595,0.063,3.736,17,2.678,174.618,1,3,1114.12,296.4285714,3.809,3.67,2348.25,7763.44,117
180,410,188,550,1,1,1,-2.911,0.064,3.079,34,2.633,431.422,0,3,1112.81,296,3.809,3.672,2348.31,7833.38,116
130,95,176,550,0,2,0,-2.558,0.066,0.931,30,2.911,361.337,1,3,1116.06,297.4285714,3.809,3.672,2348.38,7803.88,115
180,340,206,360,1,1,1,-2.859,0.068,2.413,26,2.896,315.39,0,3,1111.69,295,3.807,3.67,2348.38,7782.81,114
260,390,215,810,1,1,1,-2.555,0.069,1.854,15,2.925,179.798,1,3,1110.19,295,3.808,3.671,2348.38,7776.62,113
160,340,171,470,1,2,1,-2.551,0.071,2.292,28,2.969,346.461,1,3,1108.81,295,3.808,3.671,2348.31,7777.44,112
250,440,216,480,1,1,0,-2.356,0.071,1.851,14,3.787,122.581,1,3,1108.75,293.2857143,3.808,3.673,2348.38,7751.5,111
130,100,167,480,0,2,0,-2.647,0.072,2.373,41,2.501,593.87,1,3,1104.06,292.5714286,3.808,3.674,2348.31,7778.81,110
180,360,194,380,1,2,1,-2.646,0.072,2.598,41,2.546,583.402,1,3,1101.38,292,3.808,3.673,2312.38,7717.19,109
140,330,273,290,1,3,1,-2.646,0.073,2.391,41,2.55,582.533,1,3,1100.56,291.8571429,3.807,3.674,2312.31,7767.12,108
150,250,168,330,1,3,1,-2.833,0.076,3.041,14,2.524,185.499,1,3,1098.88,292,3.807,3.674,2312.31,7741.88,107
180,390,256,740,1,2,1,-2.768,0.081,0,38,2.958,464.73,1,3,1097.19,292,3.807,3.674,2312.38,7727.19,106
190,295,219,470,1,1,1,-2.633,0.082,0.054,33,2.777,438.109,1,3,1096.38,291.1428571,3.806,3.674,2276.38,7765.88,105
180,400,193,540,1,1,1,-2.826,0.082,0,28,2.507,373.616,1,3,1096.06,290,3.806,3.674,2276.38,7736.44,104
160,320,181,440,1,2,1,-2.486,0.083,2.254,20,3.575,171.619,1,3,1094.5,290.4285714,3.806,3.674,2276.38,7724.31,103
210,320,270,510,1,1,1,-2.635,0.084,1.827,41,2.433,610.604,1,3,1103.19,295.25,3.803,3.945,2130.62,8384.19,102
130,95,176,320,0,2,0,-2.543,0.089,0.232,15,2.781,159.895,0,3,191376.73,6975.008,4.226,3.345,66705.48,66705.48,101
167,365,175,320,1,3,1,-2.927,0.091,3.508,31,2.776,391.367,1,3,1101.28,293.0769231,3.797,3.607,3752.38,12192.54,100
200,420,207,500,1,1,1,-2.474,0.094,2.173,20,3.615,169.712,1,3,1100.61,289.7142857,3.8,3.683,2312.32,8140.38,99
150,250,168,330,1,3,1,-2.391,0.094,0.005,37,2.617,455.754,0,3,1101.09,290.4615385,3.801,3.683,2312.22,7872.06,98
160,340,171,470,1,2,1,-2.524,0.099,0.976,22,3.031,258.368,1,3,1102.27,291.5384615,3.801,3.682,2312.35,7872.35,97
157,230,170,220,1,3,1,-2.882,0.104,0.189,24,2.624,302.599,0,3,1101.63,290.9010989,3.802,3.682,2312.35,7832.09,96
190,325,222,420,1,2,1,-2.132,0.106,2.139,37,2.668,384.899,1,3,1101.73,289.978022,3.802,3.681,2312.32,7782.02,95
160,330,191,440,1,3,1,-2.426,0.114,0,39,2.753,547.911,0,3,1100.89,291.6923077,3.803,3.681,2312.32,7797.72,94
210,335,258,540,1,1,1,-2.087,0.118,1.492,31,3.233,371.607,1,3,1100.86,289.0549451,3.803,3.68,2312.32,7814.82,93
200,325,194,440,1,1,1,-2.343,0.024,2.47,45,3.408,547.959,1,3,1096.67,289.7142857,3.803,3.68,2312.35,7731.01,92
200,375,232,450,1,1,1,-2.441,0.055,0.376,15,3.088,173.602,1,3,1098.18,289.978022,3.803,3.681,2312.32,7808.96,91
190,400,238,480,1,1,1,-2.439,0.057,0.23,15,3.024,177.312,1,3,1095.04,289.978022,3.802,3.68,2312.35,7741.41,90
233,450,161,940,1,1,1,-2.699,0.006,3.462,16,2.993,178.513,1,1,1094.4,289.6923077,3.802,3.681,2312.35,7767.39,89
160,270,167,250,1,2,1,-2.696,0.008,2.879,32,2.926,365.272,1,1,1093.98,288.2637363,3.801,3.68,2276.35,7730.91,88
210,400,181,620,1,1,1,-2.775,0.012,3.653,28,2.761,301.775,1,1,1091.27,288.2637363,3.802,3.68,2276.35,7729.28,87
180,360,206,560,1,2,1,-2.783,0.013,3.015,38,2.908,436.183,1,1,1090.38,287.1428571,3.802,3.681,2276.34,7727.67,86
145,170,168,190,1,2,1,-2.747,0.016,2.578,36,3.334,421.286,1,1,1089.41,287.4725275,3.802,3.68,2276.36,7737.22,85
250,610,180,620,1,1,1,-2.763,0.024,3.293,14,2.792,149.207,1,1,1089.03,286.6153846,3.801,3.681,2276.39,7702.44,84
150,190,168,220,1,3,1,-2.65,0.027,1.052,28,3.507,291.575,0,1,1087.58,286.6153846,3.801,3.682,2276.36,7714.31,83
150,275,164,420,1,3,1,-2.676,0.029,3.384,32,2.927,365.179,0,1,1084.19,285.5384615,3.801,3.681,2276.36,7700.06,82
225,310,153,650,1,2,1,-2.822,0.038,0.612,20,3.255,218.36,1,1,1084.44,284.967033,3.801,3.682,2276.45,7710.44,81
180,400,193,540,1,1,1,-2.823,0.04,3.447,22,2.7,271.853,1,1,1082.75,284,3.8,3.681,2276.38,7704.92,80
180,370,216,440,1,1,1,-2.66,0.044,2.785,32,2.977,358.984,1,1,1080.77,284.1758242,3.8,3.681,2240.36,7738.8,79
144,220,164,230,1,3,2,-2.818,0.045,3.397,22,2.702,271.581,1,1,1080.28,282.4615385,3.8,3.681,2240.34,7687.48,78
167,400,160,380,1,3,1,-2.697,0.049,2.461,52,3.047,636.288,1,1,1077.53,283.3846154,3.799,3.681,2240.36,7727.78,77
200,450,178,650,1,2,1,-2.496,0.052,0.988,46,2.4,471.249,1,1,1082.84,283.7965,3.797,3.949,2065,8292.89,76
165,250,153,210,1,3,1,-2.721,0.058,0.921,78,2.89,840.856,0,1,1080,288,3.799,3.941,2096.38,8355.34,75
160,440,175,590,1,2,1,-2.649,0.067,0.584,16,2.588,175.701,0,1,1080.94,285.0989011,3.798,3.682,2276.34,7875.88,74
260,375,223,780,1,1,1,-2.942,0.069,3.823,68,2.31,980.879,0,1,1078.34,283.3846154,3.798,3.682,2240.34,7770.62,73
130,195,166,170,1,3,1,-2.712,0.073,1.262,34,2.847,429.302,1,1,1076.44,282.5934066,3.798,3.683,2240.31,7763.28,72
140,220,193,260,1,3,1,-2.769,0.077,3.188,64,2.517,929.064,0,1,1075.34,282.3076923,3.798,3.683,2240.31,7750.31,71
150,185,156,260,1,3,1,-2.782,0.078,1.497,20,3.104,228.983,1,1,1074.59,281.1428571,3.798,3.682,2240.34,7754.78,70
150,275,164,420,1,3,1,-2.871,0.082,2.736,28,2.672,349.386,1,1,1073.31,281.2307692,3.798,3.683,2240.34,7719.56,69
217,425,171,930,1,1,1,-2.612,0.083,0,30,2.887,362.254,1,1,1068,281.2307692,3.797,3.683,2240.34,7724.19,68
160,290,179,230,1,2,1,-2.794,0.083,2.862,34,2.649,389.814,1,1,1072.81,280.0879121,3.797,3.684,2240.34,7736.97,67
240,425,197,850,1,1,1,-2.868,0.085,3.261,28,2.628,355.18,1,1,1071.31,280.2857143,3.796,3.683,2240.41,7737.25,66
261,435,167,910,1,1,1,-2.778,0.085,3.169,22,2.92,251.377,1,1,1070.41,280.1538462,3.797,3.682,2204.31,7736.72,65
160,420,183,560,1,2,1,-2.653,0.085,0.716,24,3.281,288.498,1,1,1067.75,280.1538462,3.797,3.682,2204.38,7759.16,64
160,350,166,490,1,2,1,-2.608,0.087,0,30,2.892,361.543,1,1,1065.25,279.2967033,3.797,3.683,2204.38,7758.72,63
180,375,200,470,1,1,1,-2.607,0.087,0.37,30,2.911,359.241,1,1,1064.84,277.5824176,3.797,3.683,2204.31,7710.06,62
150,235,161,270,1,2,1,-2.589,0.088,0.982,56,3.361,608.454,1,1,1066.53,278.3736264,3.798,3.684,2204.34,7752.19,61
150,250,180,380,1,3,1,-2.329,0.088,0.915,15,3.853,147.276,1,1,1065.06,278.3736264,3.798,3.683,2204.38,7774.06,60
190,280,231,450,1,1,1,-2.605,0.089,0,30,2.898,360.853,1,1,1061.34,277.5824176,3.797,3.684,2204.25,7740.03,59
167,370,173,350,1,3,1,-2.604,0.09,0,30,2.91,359.343,1,1,1058.28,276,3.795,3.684,2168.38,7717.69,58
135,315,165,230,1,3,1,-2.832,0.091,1.37,36,2.868,413.524,1,1,1058.56,276,3.796,3.685,2168.34,7725.19,57
210,750,267,710,1,1,1,-2.79,0.091,1.342,32,2.584,1518.85,0,1,1057,275.0857143,3.795,3.685,2168.34,7695.94,56
150,180,178,240,1,3,1,-2.601,0.093,0,30,3.001,348.469,1,1,1055.69,275.0857143,3.795,3.684,2168.25,7724.09,55
157,325,172,390,1,3,2,-2.439,0.095,1.291,24,3.671,208.787,1,1,1055.78,275.1428571,3.797,3.684,2168.38,7682.28,54
160,270,193,190,1,3,2,-2.82,0,2.703,20,3.287,217.186,1,1,1050.03,274.1714286,3.794,3.685,2168.34,7676.41,53
160,425,181,570,1,2,1,-2.82,0.001,2.755,40,3.309,431.516,1,1,1049.19,273.2571429,3.794,3.685,2168.22,7683.78,52
140,310,168,230,1,3,1,-2.625,0.001,3.443,32,3.067,350.466,0,1,1053.41,271.7895,3.791,3.952,1967,8405.38,51
200,350,171,440,1,1,1,-2.621,0.005,3.027,16,3.073,174.862,1,1,1058.12,278.4,3.793,3.945,1988.38,8332.62,50
250,515,184,560,1,1,0,-2.619,0.007,3.401,32,3.005,357.648,1,1,1053.25,274.1714286,3.793,3.685,2168.38,7859.06,49
155,255,154,210,1,3,1,-2.985,0.009,3.362,32,2.43,457.962,0,1,1050.19,274.0571429,3.793,3.686,2168.31,7719.5,48
200,380,228,610,1,1,1,-2.731,0.011,3.415,28,2.81,297.609,1,1,1048.69,272.3428571,3.792,3.686,2168.44,7732.69,47
130,195,166,170,1,3,1,-2.61,0.012,3.026,28,2.852,360.726,1,1,1047.38,272.3428571,3.793,3.688,2132.38,7717.69,46
130,195,166,170,1,3,1,-2.608,0.014,2.967,42,2.849,1444.106,0,1,1046.75,272.5,3.792,3.688,2132.38,7689.81,45
167,365,175,340,1,3,1,-2.608,0.014,2.969,35,2.848,1444.706,0,1,1045.94,271.4285714,3.792,3.686,2132.38,7711,44
150,335,173,210,1,3,1,-2.677,0.014,2.466,16,2.616,174.413,1,1,1045.5,271.4285714,3.792,3.687,2132.38,7689.94,43
250,365,195,730,1,1,1,-2.722,0.02,3.442,14,2.824,148.024,1,1,1044.62,270.5142857,3.791,3.686,2132.38,7717.94,42
150,575,104,540,1,1,1,-2.601,0.02,2.904,28,2.873,358.057,1,1,1043.19,270.5142857,3.792,3.686,2132.44,7721.19,41
150,335,188,350,1,3,1,-2.71,0.021,3.159,38,2.978,427.934,1,1,1040.69,268.8,3.791,3.688,2132.31,7694.5,40
200,365,237,590,1,1,1,-2.599,0.023,0.401,14,2.87,179.222,1,1,1037.81,269.6,3.791,3.687,2132.31,7667.5,39
410,970,206,920,1,1,1,-2.603,0.023,3.448,32,3.028,354.961,0,1,1039.44,269.6,3.791,3.687,2132.44,7720.94,38
150,255,176,390,1,3,1,-2.635,0.024,3.028,36,3.463,408.228,1,1,1037.25,268.6526476,3.791,3.687,2132.44,7702.25,37
160,420,183,560,1,2,1,-2.603,0.024,2.931,16,3.06,175.643,1,1,1036.5,266.9714286,3.789,3.689,2132.38,7646.88,36
250,450,211,490,1,1,0,-2.793,0.028,3.273,20,2.602,274.334,0,1,1035.94,268.6857143,3.79,3.687,2132.25,7644.62,35
145,170,168,190,1,2,1,-2.59,0.032,2.839,28,2.843,361.8,1,1,1032.75,266.9714286,3.791,3.688,2096.38,7689.69,34
150,250,180,380,1,3,1,-2.586,0.038,1.378,30,2.921,360.017,1,1,1029.5,266.0571429,3.79,3.689,2096.31,7653.69,33
135,130,164,560,0,2,0,-2.887,0.04,3.144,52,2.69,679.101,1,1,1029.19,265.1428571,3.789,3.689,2096.38,7640.25,32
150,250,180,380,1,3,1,-2.577,0.045,3.01,14,2.366,217.361,1,1,1027.56,265.1428571,3.788,3.69,2096.38,7604.62,31
261,505,188,550,1,1,0,-2.879,0.049,3.186,52,2.656,687.841,1,1,1027.62,265.1428571,3.788,3.691,2098.62,7683.44,30
135,255,161,230,1,3,1,-2.572,0.05,3.028,84,2.857,1080.318,0,1,1025.94,264.2285714,3.789,3.69,2096.38,7666.25,29
241,410,177,900,1,1,1,-2.598,0.051,3.159,52,3.149,619.645,1,1,1023.62,263.6785714,3.789,3.69,2096.38,7613.31,28
160,440,198,520,1,3,1,-2.598,0.051,2.01,48,2.911,654.481,1,1,1023.25,263.8,3.789,3.691,2060.25,7602.19,27
200,365,232,340,1,1,1,-2.571,0.051,3.042,84,2.872,1074.67,0,1,1026.19,260.3755,3.785,3.956,1890.38,8373.44,26
180,450,200,430,1,2,1,-2.754,0.051,3.222,22,2.758,267.162,1,1,1030.19,267.6571429,3.787,3.948,1916.38,8283.5,25
250,425,197,890,1,1,1,-2.57,0.052,2.899,14,2.719,189.186,1,1,1026.56,265.0285714,3.787,3.691,2096.31,7768.81,24
123,190,200,190,1,3,1,-2.476,0.055,1.715,46,2.399,472.581,1,1,1024.25,263.3142857,3.787,3.69,2096.38,7726.06,23
190,460,261,710,1,1,1,-2.566,0.055,2.955,14,2.644,194.528,1,1,1023.31,264.1142857,3.787,3.692,2096.31,7665.69,22
130,160,194,710,0,3,0,-2.748,0.058,3.392,22,2.878,256.015,1,1,1023.31,263.3142857,3.787,3.692,2096.38,7649.38,21
180,430,209,410,1,1,1,-2.868,0.059,3.215,26,2.59,352.651,1,1,1022.12,262.4,3.787,3.691,2096.31,7615.31,20
160,230,165,260,1,2,1,-2.562,0.059,2.871,28,2.843,361.839,1,1,1020.5,262.4,3.787,3.691,2060.31,7626.19,19
160,400,193,540,1,1,1,-2.564,0.06,1.331,30,3.026,347.513,1,1,1019.94,260.7857143,3.787,3.692,2060.38,7612.62,18
250,385,217,770,1,1,1,-2.564,0.06,1.684,30,2.741,383.694,1,1,1019.19,261.4857143,3.785,3.691,2060.38,7645.38,17
190,390,244,460,1,1,1,-2.324,0.06,1.646,32,3.782,287.056,1,1,1016.88,261.4857143,3.786,3.691,2060.38,7613.12,16
140,225,156,270,1,3,1,-2.561,0.061,2.724,28,2.895,355.354,1,1,1017.44,260.2,3.786,3.692,2060.38,7624.44,15
155,235,167,230,1,3,1,-2.56,0.062,2.587,14,2.947,174.534,1,1,1017.12,261.4857143,3.786,3.691,2060.38,7636.94,14
180,410,188,550,1,1,1,-2.562,0.062,1.511,30,2.991,351.593,1,1,1015.88,260.9,3.787,3.692,2060.38,7694.69,13
130,95,176,550,0,2,0,-2.56,0.062,2.727,28,2.889,356.057,1,1,1013.06,259.4,3.787,3.692,2060.38,7700.19,12
180,340,206,360,1,1,1,-2.913,0.062,3.661,68,2.417,940.148,0,1,1010.19,258.0571429,3.786,3.694,2024.31,7584.5,11
260,390,215,810,1,1,1,-2.955,0.063,3.031,31,2.711,400.68,1,1,1006.69,257.1428571,3.785,3.692,2024.44,7646.12,10
160,340,171,470,1,2,1,-2.561,0.063,1.259,30,2.943,357.383,0,1,1005.62,257.8720833,3.785,3.695,2024.38,7629.62,9
250,440,216,480,1,1,0,-2.555,0.066,2.576,28,3.068,335.324,1,1,1005.81,256.8403361,3.784,3.694,2024.44,7589.38,8
130,100,167,480,0,2,0,-2.553,0.068,2.736,84,2.499,1234.971,0,1,1003.62,256.4117647,3.784,3.693,2024.31,7623.88,7
180,360,194,380,1,2,1,-2.556,0.069,1.923,30,2.891,363.781,1,1,1002,255.1260504,3.784,3.695,2024.38,7607.5,6
140,330,273,290,1,3,1,-2.553,0.069,2.164,56,3.289,625.575,1,1,1000.44,255.8319328,3.783,3.694,2024.31,7622.94,5
150,250,168,330,1,3,1,-2.84,0.069,3.081,28,2.665,351.384,1,1,1000.62,254.1176471,3.783,3.695,2024.38,7607.62,4
180,390,256,740,1,2,1,-2.696,0.072,3.017,64,2.611,899.949,0,1,998.06,254.1176471,3.783,3.695,2024.31,7586.5,3
190,295,219,470,1,1,1,-2.553,0.073,2.649,32,2.877,373.622,1,1,998.38,253.3235294,3.783,3.696,1988.38,7594.12,2
180,400,193,540,1,1,1,-2.898,0.077,3.171,68,2.518,902.44,1,1,1000.38,247.219,3.779,3.96,1806.44,8340.12,1
160,320,181,440,1,2,1,-2.409,0.078,1.658,24,3.692,208.83,1,1,667352.36,144309.516,4.221,3.246,596252.88,596252.88,0
210,320,270,510,1,1,1,-2.827,0.081,2.614,28,2.719,344.39,1,1,2590.02,1274.016,3.657,3.23,6664,10864,1113
130,95,176,320,0,2,0,-2.758,0.082,3.073,34,2.702,383.352,1,1,7378.01,1326.5115,4.232,3.234,6671.01,10576.99,1112
167,365,175,320,1,3,1,-2.257,0.083,1.476,15,3.942,145.111,1,1,7356.99,1246.016,4.235,3.239,6656.99,10479.01,1111
200,420,207,500,1,1,1,-2.528,0.094,2.351,28,3.058,336.427,1,1,7343.01,1215.679,4.236,3.24,6657,10409,1110
150,250,168,330,1,3,1,-2.89,0.095,0.332,48,2.555,621.599,1,1,64978.47,1221.488,4.284,3.246,107732.31,107732.31,1108
160,340,171,470,1,2,1,-2.785,0.098,0.03,36,2.788,426.538,0,1,3330.02,1059.051344,3.698,3.481,6056.51,6056.51,1107
157,230,170,220,1,3,1,-2.876,0.109,0.264,48,2.309,687.797,1,1,6049.12,1050.830694,4.044,3.473,6046.65,6046.65,1106
190,325,222,420,1,2,1,-2.423,0.117,2.528,78,2.474,1219.453,0,1,6043.9,1052.679429,4.046,3.477,6024.29,6024.29,1105
160,330,191,440,1,3,1,-2.537,0,2.957,16,3.216,170.265,1,1,6023.56,1063.93125,4.043,3.48,6015.97,6015.97,1104
210,335,258,540,1,1,1,-2.523,0.014,2.934,16,3.201,171.08,1,1,423483.05,3780,4.27,3.117,2727.44,430754.52,1103
200,325,194,440,1,1,1,-2.516,0.02,2.769,32,3.15,347.706,1,1,2260.77,892.8,4.034,3.901,2927.39,6245.25,1102
200,375,232,450,1,1,1,-2.515,0.021,2.827,32,3.108,352.365,1,1,2256.58,890.4,4.036,3.369,6196.32,9534.46,1101
190,400,238,480,1,1,1,-2.51,0.027,2.457,16,3.088,177.349,1,1,2253.95,888,4.036,3.37,6182.4,9501.31,1100
233,450,161,940,1,1,1,-2.617,0.038,2.876,38,3.078,420.615,1,1,2251.46,885.598,4.037,3.37,6182.37,9504.19,1099
160,270,167,250,1,2,1,-2.495,0.042,2.684,32,3.13,349.97,1,1,2249.31,880.801,4.037,3.371,6175.26,9488.38,1098
210,400,181,620,1,1,1,-2.452,0.043,0,30,3.115,344.253,1,1,2247.04,878.398,4.038,3.371,6168.35,9480.93,1097
180,360,206,560,1,2,1,-2.478,0.047,2.825,52,3.322,599.601,1,1,2244.39,873.602,4.038,3.371,6161.25,9483.52,1096
145,170,168,190,1,2,1,-2.444,0.048,1.941,46,2.409,474.87,1,1,2242.11,873.602,4.038,3.372,6154.27,9465.92,1095
250,610,180,620,1,1,1,-2.638,0.052,1.711,20,2.745,263.753,1,1,2239.36,871.195,4.038,3.372,6147.39,9454.08,1094
150,190,168,220,1,3,1,-2.687,0.053,3.233,22,2.861,261.142,1,1,2236.87,866.398,4.038,3.372,6133.34,9450.24,1093
150,275,164,420,1,3,1,-2.438,0.057,0.315,30,3.035,353.345,0,1,2234.62,864,4.038,3.374,6126.46,9436.92,1092
225,310,153,650,1,2,1,-2.632,0.058,1.238,20,3.405,212.692,1,1,2232.3,861.609,4.038,3.374,6119.23,9401.43,1091
180,400,193,540,1,1,1,-2.436,0.059,0.35,30,3.052,351.323,0,1,2230.5,861.609,4.039,3.374,6119.36,9408.61,1090
180,370,216,440,1,1,1,-2.376,0.06,1.281,42,2.998,1399.85,0,1,2228.61,856.797,4.039,3.374,6112.34,9394.66,1089
144,220,164,230,1,3,2,-2.433,0.063,0.541,30,3.092,346.722,1,1,2226.22,856.797,4.038,3.375,6105.31,9387.45,1088
